traffic_density,horn_events_per_min,avg_speed,signal_wait_time,weather_condition,road_quality_score,driver_experience_level,stress_index,Risk_Level,Insurance_Premium
16,7.67,60.82,13.58,Clear,3.23,Intermediate,27.17,Low,3000
55,8.06,58.37,35.84,Clear,7.48,Beginner,49.55,Medium,5000
66,9.93,54.98,36.46,Clear,10.0,Intermediate,41.51,Medium,5000
63,7.06,45.62,34.6,Clear,6.02,Beginner,43.88,Medium,5000
101,21.23,41.05,57.3,Rainy,1.34,Beginner,85.5,High,8000
55,8.98,58.71,33.17,Clear,7.23,Beginner,40.19,Medium,5000
19,6.18,80.43,10.97,Clear,9.5,Beginner,19.65,Low,3000
13,3.78,77.66,8.63,Clear,6.04,Beginner,20.93,Low,3000
76,12.47,64.19,40.18,Foggy,6.04,Expert,38.96,Medium,5000
34,10.01,66.15,21.31,Clear,4.12,Intermediate,39.57,Medium,5000
96,11.69,45.09,53.61,Clear,7.01,Intermediate,53.06,Medium,5000
100,10.03,42.99,53.71,Clear,7.73,Expert,46.78,Medium,5000
87,9.7,41.77,47.76,Clear,7.57,Intermediate,46.15,Medium,5000
70,9.81,47.48,36.85,Rainy,6.57,Intermediate,41.96,Medium,5000
47,7.21,63.4,28.27,Clear,4.59,Expert,31.7,Low,3000
41,7.09,63.81,21.5,Clear,6.42,Intermediate,34.49,Low,3000
32,4.03,66.34,20.65,Foggy,7.35,Beginner,30.07,Low,3000
113,13.49,31.34,61.62,Hot,9.33,Intermediate,56.19,Medium,5000
46,4.03,60.61,25.28,Foggy,10.0,Beginner,28.38,Low,3000
12,4.7,90.0,17.6,Hot,3.37,Intermediate,31.3,Low,3000
108,14.81,36.28,58.85,Rainy,6.78,Beginner,77.68,High,8000
22,0.2,66.21,21.65,Hot,7.62,Expert,22.27,Low,3000
43,2.37,64.97,24.29,Clear,6.44,Beginner,42.07,Medium,5000
97,12.96,44.48,53.86,Foggy,4.74,Intermediate,64.05,Medium,5000
74,12.33,54.13,41.0,Hot,7.79,Intermediate,40.35,Medium,5000
85,14.41,46.42,49.19,Rainy,10.0,Beginner,61.63,Medium,5000
17,3.83,73.42,16.18,Hot,6.3,Expert,10.11,Low,3000
92,9.7,46.53,47.08,Clear,6.53,Intermediate,48.34,Medium,5000
18,5.7,79.92,11.81,Clear,7.11,Beginner,33.12,Low,3000
37,3.15,57.46,19.98,Clear,8.64,Beginner,32.92,Low,3000
87,8.52,38.07,45.48,Clear,7.35,Intermediate,46.01,Medium,5000
100,13.56,40.05,54.58,Foggy,9.04,Beginner,69.13,High,8000
27,5.49,78.36,19.74,Foggy,10.0,Expert,3.23,Low,3000
51,7.58,54.96,37.38,Rainy,7.3,Beginner,43.62,Medium,5000
50,5.44,53.94,31.18,Clear,10.0,Expert,28.01,Low,3000
79,13.59,51.3,47.97,Clear,5.54,Intermediate,44.75,Medium,5000
42,9.55,64.39,27.18,Rainy,8.09,Beginner,31.8,Low,3000
110,10.93,40.2,60.34,Rainy,6.75,Expert,54.2,Medium,5000
115,12.95,34.49,61.45,Clear,8.59,Intermediate,60.91,Medium,5000
98,8.08,44.71,52.97,Clear,9.82,Intermediate,48.42,Medium,5000
86,11.73,38.04,46.03,Rainy,5.65,Beginner,63.02,Medium,5000
63,11.61,56.98,36.93,Foggy,4.04,Beginner,66.58,High,8000
96,9.06,38.03,58.29,Clear,8.0,Beginner,60.39,Medium,5000
45,8.31,67.26,31.7,Clear,8.63,Intermediate,37.85,Medium,5000
106,17.68,31.36,59.75,Rainy,4.28,Intermediate,68.66,High,8000
94,12.03,42.88,52.94,Clear,4.17,Intermediate,59.33,Medium,5000
107,17.79,35.61,55.68,Hot,3.49,Intermediate,68.72,High,8000
65,6.29,47.82,36.5,Clear,9.08,Expert,33.59,Low,3000
109,14.19,28.34,60.16,Foggy,10.0,Beginner,76.97,High,8000
26,5.78,76.37,19.4,Clear,9.4,Expert,12.26,Low,3000
19,6.27,72.69,15.26,Rainy,4.58,Expert,14.55,Low,3000
96,10.3,41.75,49.21,Clear,6.78,Intermediate,50.75,Medium,5000
53,4.88,55.46,36.14,Hot,8.57,Beginner,40.25,Medium,5000
11,0.87,75.37,10.29,Clear,10.0,Intermediate,17.16,Low,3000
108,12.86,39.57,57.79,Rainy,6.8,Intermediate,60.57,Medium,5000
23,9.56,71.53,15.81,Hot,4.68,Expert,19.12,Low,3000
118,12.44,34.05,64.55,Clear,4.29,Beginner,79.39,High,8000
50,8.83,59.63,31.12,Foggy,3.63,Intermediate,46.78,Medium,5000
11,0.88,75.03,10.83,Hot,8.66,Intermediate,24.25,Low,3000
28,1.03,72.45,22.18,Clear,8.99,Beginner,22.64,Low,3000
89,11.37,38.46,54.28,Clear,5.76,Beginner,66.33,High,8000
116,11.82,35.13,65.68,Rainy,9.07,Intermediate,61.62,Medium,5000
117,20.83,34.0,60.82,Foggy,4.76,Expert,61.65,Medium,5000
98,10.24,36.05,52.02,Clear,8.93,Beginner,58.59,Medium,5000
10,7.09,77.14,12.22,Rainy,4.09,Intermediate,32.45,Low,3000
11,2.42,69.2,14.42,Clear,7.66,Intermediate,17.43,Low,3000
36,6.69,56.48,17.41,Foggy,10.0,Beginner,26.44,Low,3000
11,2.28,75.99,12.32,Clear,4.85,Beginner,31.7,Low,3000
103,12.78,39.3,59.71,Clear,7.96,Intermediate,60.98,Medium,5000
60,7.29,58.39,37.06,Foggy,9.4,Beginner,43.14,Medium,5000
19,1.28,77.34,15.46,Foggy,7.91,Intermediate,25.41,Low,3000
28,1.07,65.76,15.27,Clear,6.14,Beginner,26.37,Low,3000
115,17.13,36.99,62.98,Rainy,5.57,Intermediate,70.69,High,8000
89,12.15,55.58,51.82,Rainy,8.16,Beginner,54.59,Medium,5000
22,3.67,79.13,16.8,Rainy,9.35,Intermediate,20.93,Low,3000
57,16.51,61.09,32.4,Foggy,5.8,Intermediate,42.65,Medium,5000
65,8.72,46.71,32.75,Clear,5.36,Expert,52.28,Medium,5000
81,15.7,44.22,41.72,Rainy,6.53,Beginner,62.8,Medium,5000
65,5.76,44.53,34.95,Clear,8.56,Beginner,45.89,Medium,5000
59,9.64,61.21,33.28,Hot,7.54,Intermediate,42.22,Medium,5000
104,13.47,36.76,56.58,Rainy,5.66,Intermediate,65.08,High,8000
54,3.76,57.77,34.81,Clear,10.0,Intermediate,29.91,Low,3000
98,12.68,37.8,53.83,Clear,5.7,Intermediate,65.15,High,8000
68,10.29,56.34,38.96,Clear,6.32,Beginner,50.28,Medium,5000
48,2.96,63.5,26.53,Clear,5.64,Beginner,41.96,Medium,5000
30,2.51,72.14,20.59,Rainy,9.65,Intermediate,19.76,Low,3000
64,12.33,61.43,39.97,Hot,3.2,Intermediate,51.95,Medium,5000
66,12.39,50.09,33.11,Rainy,5.88,Intermediate,50.5,Medium,5000
111,13.19,37.82,64.72,Rainy,5.02,Intermediate,67.9,High,8000
50,8.62,55.2,30.08,Foggy,5.64,Intermediate,45.29,Medium,5000
102,11.34,38.86,54.01,Rainy,8.16,Beginner,71.11,High,8000
79,12.47,50.27,43.87,Clear,4.15,Intermediate,59.3,Medium,5000
91,21.38,36.69,50.86,Foggy,3.85,Beginner,76.92,High,8000
58,7.27,54.94,35.63,Clear,7.73,Expert,35.05,Medium,5000
53,9.07,61.96,29.91,Hot,6.42,Expert,38.14,Medium,5000
44,9.38,66.24,26.31,Clear,2.19,Beginner,50.43,Medium,5000
100,9.75,49.2,56.42,Rainy,7.63,Intermediate,56.13,Medium,5000
14,3.01,87.26,13.15,Clear,5.69,Intermediate,18.5,Low,3000
80,4.18,50.43,47.9,Clear,6.37,Intermediate,51.31,Medium,5000
83,7.01,48.15,44.0,Hot,9.11,Intermediate,48.06,Medium,5000
83,13.04,47.29,42.02,Rainy,7.4,Beginner,59.33,Medium,5000
60,6.41,63.89,32.99,Clear,8.15,Intermediate,32.48,Low,3000
66,12.14,57.78,36.28,Clear,3.56,Beginner,62.34,Medium,5000
67,11.73,46.71,42.09,Hot,4.59,Intermediate,46.97,Medium,5000
101,12.06,43.39,53.47,Foggy,9.67,Expert,41.46,Medium,5000
45,4.52,66.59,31.2,Clear,4.84,Intermediate,40.0,Medium,5000
19,2.72,76.79,16.36,Clear,6.44,Expert,25.11,Low,3000
59,7.2,52.98,36.36,Clear,7.14,Intermediate,48.66,Medium,5000
108,9.73,35.12,58.96,Clear,9.04,Intermediate,58.28,Medium,5000
108,17.75,36.16,54.76,Rainy,5.45,Intermediate,62.22,Medium,5000
46,5.93,63.56,32.27,Foggy,9.63,Beginner,33.85,Low,3000
29,4.94,66.79,25.39,Clear,5.02,Beginner,36.99,Medium,5000
22,0.0,71.66,17.56,Clear,6.91,Intermediate,22.47,Low,3000
84,7.83,45.62,44.8,Clear,8.19,Intermediate,46.08,Medium,5000
118,13.69,24.59,60.71,Clear,5.46,Beginner,90.14,High,8000
28,6.48,68.66,21.23,Clear,6.25,Intermediate,33.25,Low,3000
101,10.58,39.82,52.24,Rainy,8.26,Beginner,71.14,High,8000
111,12.58,32.14,60.09,Clear,5.92,Beginner,79.08,High,8000
65,10.85,55.46,35.33,Rainy,6.41,Beginner,47.1,Medium,5000
54,4.83,61.43,30.6,Clear,8.85,Intermediate,30.96,Low,3000
69,10.12,48.69,35.98,Foggy,6.62,Expert,37.72,Medium,5000
77,9.68,50.25,47.74,Foggy,7.94,Expert,46.19,Medium,5000
66,6.07,54.05,41.96,Rainy,5.87,Intermediate,53.29,Medium,5000
63,12.36,55.16,35.83,Rainy,5.7,Intermediate,53.72,Medium,5000
46,5.47,65.42,27.09,Clear,5.77,Intermediate,38.25,Medium,5000
92,11.97,44.44,52.71,Rainy,7.63,Intermediate,54.59,Medium,5000
46,5.25,71.08,30.64,Foggy,6.85,Expert,30.73,Low,3000
23,1.18,74.08,17.43,Foggy,7.63,Intermediate,14.01,Low,3000
104,13.91,41.66,55.08,Clear,3.42,Beginner,88.16,High,8000
101,12.27,42.97,55.94,Clear,5.32,Beginner,76.75,High,8000
109,10.24,40.49,56.53,Clear,9.12,Beginner,71.26,High,8000
53,9.17,49.41,33.67,Clear,9.46,Intermediate,38.06,Medium,5000
111,17.43,35.32,64.87,Clear,5.13,Intermediate,57.44,Medium,5000
92,11.02,41.82,53.85,Clear,9.91,Beginner,58.14,Medium,5000
51,12.69,61.77,39.0,Foggy,4.52,Expert,43.69,Medium,5000
10,2.14,75.07,9.34,Rainy,7.33,Intermediate,18.91,Low,3000
32,5.13,70.69,24.13,Clear,8.57,Intermediate,31.88,Low,3000
73,6.47,47.98,37.11,Clear,7.14,Intermediate,48.73,Medium,5000
37,6.16,63.45,26.71,Rainy,8.07,Intermediate,30.92,Low,3000
13,1.88,76.95,13.93,Rainy,6.45,Intermediate,30.34,Low,3000
50,7.91,63.07,27.57,Foggy,8.94,Expert,22.69,Low,3000
69,4.58,53.28,38.06,Hot,7.73,Intermediate,36.58,Medium,5000
27,5.18,68.5,19.64,Rainy,7.86,Expert,22.07,Low,3000
72,11.49,46.55,43.16,Rainy,9.63,Intermediate,43.03,Medium,5000
70,2.98,53.56,37.38,Clear,10.0,Intermediate,48.97,Medium,5000
58,13.89,56.14,33.75,Rainy,5.0,Intermediate,47.54,Medium,5000
56,7.25,56.85,31.76,Hot,6.54,Intermediate,39.61,Medium,5000
48,8.27,60.87,33.52,Clear,4.07,Intermediate,45.38,Medium,5000
98,15.84,37.96,49.36,Rainy,9.12,Intermediate,50.3,Medium,5000
91,10.14,41.23,47.17,Clear,5.78,Beginner,69.02,High,8000
15,6.89,71.25,9.8,Foggy,5.42,Intermediate,20.27,Low,3000
92,13.03,36.26,55.56,Rainy,9.55,Intermediate,49.42,Medium,5000
62,9.22,60.64,32.82,Clear,4.2,Beginner,55.57,Medium,5000
85,15.87,51.05,46.74,Foggy,5.81,Beginner,67.24,High,8000
34,2.93,62.45,23.45,Hot,5.76,Intermediate,34.91,Low,3000
108,13.26,39.33,57.99,Clear,6.07,Expert,52.1,Medium,5000
74,8.95,40.14,47.04,Clear,5.78,Intermediate,55.39,Medium,5000
14,7.51,81.39,11.06,Foggy,7.29,Beginner,25.46,Low,3000
74,11.79,49.38,42.68,Rainy,6.45,Intermediate,56.06,Medium,5000
17,6.59,73.93,11.55,Foggy,6.96,Beginner,37.1,Medium,5000
48,4.14,57.5,23.05,Clear,3.48,Intermediate,37.71,Medium,5000
52,10.34,65.09,35.86,Rainy,7.09,Expert,32.93,Low,3000
91,13.13,41.71,51.2,Rainy,6.97,Beginner,67.57,High,8000
119,11.19,37.66,62.96,Clear,5.48,Intermediate,70.17,High,8000
82,14.24,42.17,47.65,Hot,2.89,Intermediate,64.67,Medium,5000
14,8.49,73.82,10.81,Rainy,5.3,Beginner,31.37,Low,3000
13,3.66,78.75,10.8,Rainy,3.96,Intermediate,25.27,Low,3000
117,15.61,34.33,66.03,Clear,8.15,Expert,50.12,Medium,5000
102,14.54,29.14,58.21,Rainy,6.87,Beginner,69.68,High,8000
10,5.49,71.9,9.8,Foggy,4.06,Intermediate,27.0,Low,3000
103,16.34,39.17,57.41,Foggy,5.41,Expert,53.59,Medium,5000
65,10.13,53.65,40.49,Hot,5.48,Beginner,58.45,Medium,5000
54,10.08,52.32,32.68,Clear,6.24,Expert,33.96,Low,3000
74,4.78,55.17,45.82,Clear,6.18,Intermediate,46.0,Medium,5000
12,5.2,74.57,13.47,Rainy,5.86,Beginner,22.8,Low,3000
31,7.65,75.9,19.39,Foggy,6.01,Expert,25.19,Low,3000
81,12.44,36.97,41.86,Rainy,5.0,Expert,50.32,Medium,5000
65,8.63,48.39,43.8,Clear,7.4,Intermediate,52.71,Medium,5000
27,1.31,69.13,20.55,Rainy,4.8,Beginner,29.1,Low,3000
34,8.77,57.96,19.65,Rainy,6.99,Expert,29.47,Low,3000
57,10.36,46.57,33.51,Clear,8.29,Expert,26.3,Low,3000
93,12.64,46.7,41.2,Clear,4.35,Expert,53.99,Medium,5000
40,9.21,60.53,24.0,Clear,6.55,Intermediate,33.34,Low,3000
39,5.72,62.14,19.79,Clear,8.14,Expert,32.64,Low,3000
89,8.59,49.58,51.35,Clear,4.41,Beginner,66.65,High,8000
75,4.5,51.05,45.68,Clear,10.0,Expert,41.27,Medium,5000
90,10.83,42.35,50.13,Rainy,8.14,Intermediate,46.01,Medium,5000
19,4.75,76.71,14.48,Clear,5.08,Expert,29.17,Low,3000
80,9.71,36.78,42.14,Rainy,8.63,Intermediate,62.13,Medium,5000
68,11.54,53.61,41.0,Clear,7.71,Intermediate,44.66,Medium,5000
115,10.65,35.41,65.63,Clear,6.24,Intermediate,70.26,High,8000
60,7.24,60.69,30.71,Hot,4.95,Intermediate,40.03,Medium,5000
18,2.89,79.74,18.22,Foggy,4.54,Intermediate,23.03,Low,3000
63,11.47,46.11,32.08,Clear,5.96,Intermediate,36.82,Medium,5000
71,11.44,55.46,43.81,Clear,6.76,Expert,44.93,Medium,5000
90,11.45,40.77,43.6,Clear,10.0,Expert,50.73,Medium,5000
18,7.63,67.64,16.99,Foggy,6.73,Intermediate,16.68,Low,3000
18,6.35,64.82,14.73,Clear,10.0,Intermediate,16.56,Low,3000
110,15.95,38.16,62.38,Clear,6.81,Intermediate,68.82,High,8000
33,4.92,77.31,20.48,Rainy,6.73,Intermediate,29.8,Low,3000
48,4.55,66.5,30.06,Clear,7.73,Intermediate,31.11,Low,3000
84,13.51,52.73,49.62,Rainy,7.23,Intermediate,59.03,Medium,5000
17,0.17,72.5,13.35,Clear,8.97,Intermediate,22.36,Low,3000
34,3.28,70.97,25.88,Clear,8.64,Beginner,35.71,Medium,5000
119,13.68,38.29,64.77,Foggy,8.05,Intermediate,64.02,Medium,5000
75,8.17,49.3,38.17,Rainy,5.37,Expert,36.55,Medium,5000
19,2.58,74.53,11.83,Clear,4.37,Expert,18.47,Low,3000
33,5.86,70.07,16.89,Clear,6.73,Intermediate,17.83,Low,3000
89,8.07,43.42,52.44,Clear,5.55,Intermediate,59.29,Medium,5000
92,15.87,40.89,46.48,Foggy,7.04,Expert,47.38,Medium,5000
68,8.21,52.46,42.43,Rainy,7.27,Intermediate,45.22,Medium,5000
40,9.38,60.57,27.15,Rainy,4.73,Expert,38.36,Medium,5000
20,5.16,77.04,18.83,Clear,5.67,Expert,22.86,Low,3000
15,3.97,77.78,14.57,Rainy,2.86,Intermediate,35.39,Medium,5000
79,16.46,45.07,39.36,Clear,2.55,Expert,46.44,Medium,5000
41,1.12,66.82,28.09,Rainy,7.88,Intermediate,25.16,Low,3000
48,12.05,63.96,24.84,Rainy,5.09,Intermediate,44.87,Medium,5000
57,5.8,55.38,29.72,Foggy,10.0,Intermediate,34.15,Low,3000
22,5.06,71.06,17.3,Foggy,4.65,Beginner,41.89,Medium,5000
68,7.42,47.1,38.36,Clear,6.65,Expert,46.33,Medium,5000
76,7.14,54.87,43.51,Hot,7.39,Intermediate,51.15,Medium,5000
65,6.63,51.64,37.53,Clear,9.36,Intermediate,42.49,Medium,5000
50,9.52,57.76,30.83,Clear,6.54,Intermediate,48.79,Medium,5000
65,13.42,56.05,39.7,Clear,5.09,Beginner,58.73,Medium,5000
44,1.51,65.36,27.61,Rainy,9.18,Expert,32.91,Low,3000
47,8.73,67.02,21.94,Rainy,5.73,Expert,37.11,Medium,5000
90,8.03,35.04,50.28,Clear,9.75,Intermediate,49.47,Medium,5000
76,6.77,43.75,38.38,Clear,7.24,Expert,40.48,Medium,5000
43,7.95,65.45,22.77,Clear,6.8,Beginner,40.11,Medium,5000
85,12.2,39.63,46.34,Hot,10.0,Beginner,49.48,Medium,5000
97,10.11,39.79,57.84,Rainy,6.96,Beginner,70.51,High,8000
79,10.04,54.51,45.07,Clear,6.67,Beginner,58.45,Medium,5000
115,18.64,35.63,61.4,Foggy,6.54,Intermediate,68.08,High,8000
20,5.33,69.25,10.91,Clear,8.88,Intermediate,24.07,Low,3000
36,6.54,70.28,18.66,Rainy,9.58,Expert,23.55,Low,3000
57,8.95,51.62,32.78,Clear,7.5,Expert,38.69,Medium,5000
33,2.63,63.18,18.53,Clear,8.3,Intermediate,31.41,Low,3000
27,1.54,70.09,18.8,Clear,5.79,Intermediate,36.02,Medium,5000
36,7.57,60.22,21.73,Rainy,6.99,Expert,32.67,Low,3000
63,7.51,56.72,31.04,Hot,7.49,Intermediate,31.99,Low,3000
64,12.4,56.92,40.88,Rainy,5.69,Intermediate,38.22,Medium,5000
114,12.52,32.93,63.19,Rainy,8.02,Intermediate,66.15,High,8000
30,5.46,69.69,23.36,Foggy,8.83,Beginner,28.21,Low,3000
68,7.77,53.95,43.81,Rainy,9.16,Beginner,40.65,Medium,5000
43,7.81,67.32,23.18,Clear,6.12,Expert,35.51,Medium,5000
106,14.4,35.53,53.92,Hot,9.12,Beginner,69.21,High,8000
67,12.9,52.91,39.68,Rainy,7.01,Intermediate,50.2,Medium,5000
57,5.73,48.02,34.38,Clear,7.01,Intermediate,35.69,Medium,5000
63,9.46,55.06,39.58,Foggy,5.07,Intermediate,45.82,Medium,5000
27,5.98,70.89,19.1,Clear,5.75,Intermediate,34.59,Low,3000
12,1.36,64.08,18.03,Clear,5.71,Intermediate,16.54,Low,3000
33,5.0,61.56,20.02,Clear,6.39,Beginner,28.12,Low,3000
10,2.05,79.45,14.46,Clear,7.63,Expert,17.48,Low,3000
15,1.5,68.18,10.54,Clear,8.15,Intermediate,33.35,Low,3000
28,9.05,73.51,18.86,Rainy,2.83,Expert,41.04,Medium,5000
95,10.7,41.28,54.56,Clear,6.89,Beginner,71.36,High,8000
52,9.43,56.71,37.06,Rainy,8.42,Intermediate,33.1,Low,3000
17,4.06,65.1,15.09,Hot,6.6,Expert,19.46,Low,3000
78,9.64,51.23,42.11,Foggy,6.58,Intermediate,44.16,Medium,5000
61,3.7,46.63,35.74,Rainy,8.53,Intermediate,39.4,Medium,5000
82,8.54,46.59,44.79,Clear,6.59,Intermediate,45.43,Medium,5000
56,7.91,58.81,30.82,Rainy,3.46,Beginner,55.78,Medium,5000
94,11.67,40.05,49.1,Foggy,4.26,Intermediate,49.66,Medium,5000
37,4.6,67.98,24.73,Clear,7.84,Intermediate,25.48,Low,3000
55,4.16,72.22,32.88,Clear,6.79,Beginner,44.92,Medium,5000
13,5.02,77.78,9.17,Rainy,6.45,Beginner,22.91,Low,3000
97,11.77,32.97,51.4,Rainy,6.32,Intermediate,59.86,Medium,5000
17,5.27,74.47,11.81,Foggy,2.99,Intermediate,30.09,Low,3000
70,10.78,54.67,40.21,Rainy,4.77,Expert,41.48,Medium,5000
26,4.41,56.21,20.04,Foggy,6.72,Intermediate,30.72,Low,3000
43,4.4,60.52,25.15,Clear,3.88,Intermediate,40.68,Medium,5000
29,6.54,68.85,21.32,Clear,5.58,Intermediate,25.92,Low,3000
89,9.57,47.91,49.67,Rainy,7.97,Intermediate,51.72,Medium,5000
83,8.2,44.81,47.68,Clear,6.42,Beginner,58.63,Medium,5000
43,3.84,56.38,26.15,Clear,6.83,Intermediate,33.79,Low,3000
52,4.55,53.76,35.21,Clear,5.06,Intermediate,38.28,Medium,5000
19,1.29,64.92,12.81,Foggy,5.96,Intermediate,40.67,Medium,5000
103,14.9,36.55,61.04,Foggy,3.95,Beginner,79.29,High,8000
39,6.59,65.88,23.17,Clear,7.34,Expert,22.48,Low,3000
34,9.02,80.84,24.59,Foggy,2.42,Intermediate,39.1,Medium,5000
66,7.19,57.5,42.75,Clear,9.1,Intermediate,32.82,Low,3000
119,14.24,31.58,69.31,Hot,10.0,Expert,51.85,Medium,5000
72,3.46,49.57,40.79,Hot,10.0,Intermediate,36.45,Medium,5000
116,13.58,40.07,65.62,Foggy,10.0,Intermediate,54.55,Medium,5000
114,8.55,30.05,62.18,Clear,9.91,Beginner,70.16,High,8000
80,9.72,50.83,46.48,Clear,4.31,Intermediate,46.99,Medium,5000
56,5.86,60.79,32.71,Rainy,5.67,Intermediate,39.98,Medium,5000
93,10.5,44.27,48.56,Clear,7.17,Intermediate,47.01,Medium,5000
90,17.14,42.77,47.54,Foggy,6.16,Expert,45.88,Medium,5000
12,1.96,79.05,13.27,Hot,6.16,Expert,18.79,Low,3000
55,7.08,51.95,33.67,Hot,7.91,Beginner,48.63,Medium,5000
113,11.92,28.48,63.59,Clear,5.6,Expert,50.3,Medium,5000
45,4.0,75.01,19.89,Clear,7.31,Intermediate,28.98,Low,3000
35,4.85,66.83,22.69,Clear,6.39,Beginner,31.19,Low,3000
19,4.16,70.85,19.13,Clear,8.13,Intermediate,18.16,Low,3000
43,8.63,65.81,31.05,Clear,2.08,Beginner,58.01,Medium,5000
87,10.47,47.41,52.94,Clear,6.56,Beginner,64.12,Medium,5000
17,5.91,81.14,16.96,Clear,3.49,Intermediate,28.33,Low,3000
64,6.89,55.18,38.4,Clear,8.48,Expert,39.98,Medium,5000
100,15.83,38.6,59.72,Foggy,6.56,Beginner,72.87,High,8000
19,2.21,70.27,10.83,Rainy,8.07,Intermediate,24.36,Low,3000
66,16.49,49.05,39.26,Rainy,2.09,Beginner,73.52,High,8000
88,12.55,49.93,48.94,Rainy,8.16,Expert,49.81,Medium,5000
110,10.4,40.37,61.36,Clear,7.29,Intermediate,55.73,Medium,5000
95,11.81,47.4,56.51,Hot,10.0,Intermediate,52.84,Medium,5000
54,8.85,57.44,33.82,Clear,7.29,Beginner,50.84,Medium,5000
59,6.06,56.71,35.48,Rainy,10.0,Intermediate,27.99,Low,3000
73,10.27,51.05,39.05,Clear,5.47,Intermediate,46.74,Medium,5000
104,13.25,38.95,60.72,Hot,8.38,Intermediate,63.66,Medium,5000
11,5.15,77.36,6.21,Hot,7.79,Intermediate,24.97,Low,3000
54,4.59,64.34,35.47,Clear,6.83,Expert,31.28,Low,3000
104,11.61,47.7,58.54,Hot,5.58,Expert,42.97,Medium,5000
71,9.77,60.53,39.7,Rainy,5.95,Intermediate,49.17,Medium,5000
23,3.54,60.31,18.21,Rainy,7.75,Beginner,34.19,Low,3000
83,8.46,54.66,43.72,Clear,7.2,Intermediate,50.48,Medium,5000
103,7.82,35.5,54.57,Clear,8.98,Expert,41.05,Medium,5000
109,14.39,35.08,59.24,Foggy,5.64,Intermediate,70.81,High,8000
113,12.92,30.22,61.93,Clear,6.09,Expert,56.86,Medium,5000
24,5.36,73.78,15.15,Hot,5.19,Intermediate,44.93,Medium,5000
23,7.48,77.19,18.87,Clear,3.87,Intermediate,35.31,Medium,5000
40,3.21,69.74,26.23,Clear,7.65,Intermediate,17.09,Low,3000
38,5.91,62.68,23.67,Rainy,6.97,Beginner,32.25,Low,3000
36,5.17,61.51,29.03,Clear,7.97,Intermediate,33.45,Low,3000
94,11.54,30.95,47.45,Hot,6.84,Intermediate,59.53,Medium,5000
18,0.28,70.7,14.75,Clear,7.62,Intermediate,16.86,Low,3000
29,5.29,68.83,23.39,Clear,6.41,Intermediate,35.96,Medium,5000
108,18.95,38.04,62.69,Rainy,7.52,Intermediate,64.24,Medium,5000
67,6.3,58.03,37.97,Rainy,6.68,Intermediate,36.8,Medium,5000
88,15.68,51.85,41.86,Hot,6.04,Intermediate,51.9,Medium,5000
97,11.07,39.72,58.36,Clear,6.97,Intermediate,63.11,Medium,5000
58,8.27,59.52,32.96,Clear,5.84,Intermediate,43.37,Medium,5000
66,13.16,55.75,39.53,Rainy,5.29,Intermediate,45.44,Medium,5000
25,2.88,71.45,18.72,Clear,7.62,Beginner,28.53,Low,3000
109,10.73,32.19,61.4,Clear,8.66,Expert,50.42,Medium,5000
84,12.36,50.05,48.34,Foggy,6.69,Beginner,56.5,Medium,5000
17,2.87,72.24,12.88,Clear,6.57,Beginner,17.77,Low,3000
76,10.08,54.3,42.25,Clear,10.0,Beginner,45.52,Medium,5000
28,1.81,71.44,16.23,Clear,8.64,Beginner,26.65,Low,3000
119,15.36,33.44,66.51,Rainy,7.61,Intermediate,79.39,High,8000
114,15.09,34.09,61.96,Clear,5.76,Expert,66.3,High,8000
76,8.2,49.41,42.51,Clear,8.54,Beginner,56.12,Medium,5000
45,7.44,50.89,23.99,Clear,6.73,Intermediate,35.5,Medium,5000
98,11.33,42.04,54.26,Hot,8.81,Intermediate,52.58,Medium,5000
69,7.34,49.41,37.91,Clear,8.62,Beginner,46.09,Medium,5000
45,6.33,63.14,22.29,Clear,8.47,Intermediate,40.1,Medium,5000
20,5.89,70.09,15.22,Clear,4.62,Beginner,40.76,Medium,5000
60,8.65,55.39,34.35,Clear,7.9,Intermediate,36.93,Medium,5000
89,12.78,43.93,52.52,Clear,1.51,Intermediate,71.55,High,8000
64,7.36,54.15,33.99,Rainy,10.0,Intermediate,31.69,Low,3000
63,7.75,52.76,39.58,Rainy,9.07,Intermediate,41.39,Medium,5000
26,4.95,68.91,14.94,Foggy,7.86,Expert,24.41,Low,3000
71,10.79,50.87,36.17,Clear,6.93,Expert,40.39,Medium,5000
51,6.87,55.51,33.3,Clear,6.8,Intermediate,31.72,Low,3000
33,0.15,68.57,19.78,Clear,8.41,Intermediate,20.46,Low,3000
26,3.97,66.27,16.8,Clear,8.1,Intermediate,18.13,Low,3000
57,8.96,57.01,34.46,Clear,6.02,Intermediate,44.37,Medium,5000
93,13.59,37.38,48.91,Rainy,4.83,Beginner,70.79,High,8000
95,9.84,42.94,51.13,Clear,10.0,Intermediate,53.67,Medium,5000
79,10.17,45.17,48.58,Clear,7.05,Intermediate,51.05,Medium,5000
16,1.16,81.63,14.79,Rainy,10.0,Intermediate,15.58,Low,3000
23,8.0,69.77,12.11,Clear,5.48,Intermediate,32.78,Low,3000
20,9.09,79.57,12.28,Foggy,3.04,Beginner,38.05,Medium,5000
21,6.37,70.53,16.55,Foggy,5.91,Intermediate,31.05,Low,3000
119,11.47,32.38,61.98,Clear,4.57,Intermediate,71.4,High,8000
14,0.0,81.21,12.86,Hot,6.45,Expert,16.06,Low,3000
